model_tag,split,metric,value,ci_low,ci_high,threshold
MLP_IMAGE,val@0.5,AUC,0.671095117923855,0.6611635425665651,0.681026693281145,0.5
MLP_IMAGE,val@0.5,Accuracy,0.6179724338048603,0.6088644201681549,0.626998287768019,0.5
MLP_IMAGE,val@0.5,Sensitivity,0.5709104098657961,0.5578016028151651,0.5839204828656246,0.5
MLP_IMAGE,val@0.5,Specificity,0.6650344577439246,0.6524656989941596,0.677373426247576,0.5
MLP_IMAGE,val@0.5,Precision,0.6302302302302303,0.6167475407277285,0.6435127637282818,0.5
MLP_IMAGE,val@0.5,F1,0.5991055285945379,0.5889348545661074,0.6094899184233838,0.5
MLP_IMAGE,val@0.5,Brier,0.2274597808189544,0.22512895394785465,0.22960243346827744,0.5
MLP_IMAGE,val@0.5,ECE,0.02527000768853998,0.022427892037165695,0.036168976473200776,0.5
MLP_IMAGE,val@J,AUC,0.671095117923855,0.6611635425665651,0.681026693281145,0.48727959394454956
MLP_IMAGE,val@J,Accuracy,0.622778382299601,0.6136909326719837,0.6317803252416054,0.48727959394454956
MLP_IMAGE,val@J,Sensitivity,0.608088501994922,0.5951322902271395,0.6208942137773378,0.48727959394454956
MLP_IMAGE,val@J,Specificity,0.63746826260428,0.6246879188325194,0.6500571986765307,0.48727959394454956
MLP_IMAGE,val@J,Precision,0.6264947683109118,0.6134486067530568,0.6393594739958713,0.48727959394454956
MLP_IMAGE,val@J,F1,0.6171544266519418,0.607600738198213,0.6268302230720785,0.48727959394454956
MLP_IMAGE,val@J,Brier,0.2274597808189544,0.22512895394785465,0.22960243346827744,0.48727959394454956
MLP_IMAGE,val@J,ECE,0.02527000768853998,0.022427892037165695,0.036168976473200776,0.48727959394454956
MLP_IMAGE,test@J,AUC,0.6646912453539573,0.6466358918033049,0.6827465989046096,0.48727959394454956
MLP_IMAGE,test@J,Accuracy,0.6354596909897506,0.6237158489362454,0.6470444211528127,0.48727959394454956
MLP_IMAGE,test@J,Sensitivity,0.5786901270772239,0.5481933839172912,0.6085981038211423,0.48727959394454956
MLP_IMAGE,test@J,Specificity,0.6459920203119333,0.6332721745634522,0.6585085900734677,0.48727959394454956
MLP_IMAGE,test@J,Precision,0.23270440251572327,0.21669484531929822,0.2495199792759904,0.48727959394454956
MLP_IMAGE,test@J,F1,0.33193159517802073,0.31696886754833165,0.3474817179008072,0.48727959394454956
MLP_IMAGE,test@J,Brier,0.22018909823864816,0.21734229674861744,0.2232113404255419,0.48727959394454956
MLP_IMAGE,test@J,ECE,0.3042448798765261,0.3011774416369537,0.30746195932209985,0.48727959394454956
