model_tag,split,metric,value,ci_low,ci_high,threshold
MLP_LANDSCAPE,val@0.5,AUC,0.6907436887987435,0.6809843942993219,0.7005029832981651,0.5
MLP_LANDSCAPE,val@0.5,Accuracy,0.6325716358360537,0.6235290258726032,0.641521918787417,0.5
MLP_LANDSCAPE,val@0.5,Sensitivity,0.651614073268045,0.6389365228255302,0.6640805197042401,0.5
MLP_LANDSCAPE,val@0.5,Specificity,0.6135291984040624,0.6006018017018121,0.6262985196183269,0.5
MLP_LANDSCAPE,val@0.5,Precision,0.6277078965758212,0.6151028488013599,0.6401416460944558,0.5
MLP_LANDSCAPE,val@0.5,F1,0.6394376223527318,0.6299756131810096,0.6483240892911428,0.5
MLP_LANDSCAPE,val@0.5,Brier,0.22112591321855862,0.21846622184991465,0.22375703148266915,0.5
MLP_LANDSCAPE,val@0.5,ECE,0.020991821440361044,0.017736049280131148,0.02946291777100427,0.5
MLP_LANDSCAPE,val@J,AUC,0.6907436887987435,0.6809843942993219,0.7005029832981651,0.44435715675354004
MLP_LANDSCAPE,val@J,Accuracy,0.6420021762785637,0.6330065173877791,0.6508989404354709,0.44435715675354004
MLP_LANDSCAPE,val@J,Sensitivity,0.7419296336597752,0.7302144455573597,0.7533079644123933,0.44435715675354004
MLP_LANDSCAPE,val@J,Specificity,0.5420747188973521,0.52889949296633,0.5551913609414532,0.44435715675354004
MLP_LANDSCAPE,val@J,Precision,0.6183494558645707,0.6065781958451673,0.6299833607633165,0.44435715675354004
MLP_LANDSCAPE,val@J,F1,0.6745259686727122,0.6663369113746247,0.6822993040559358,0.44435715675354004
MLP_LANDSCAPE,val@J,Brier,0.22112591321855862,0.21846622184991465,0.22375703148266915,0.44435715675354004
MLP_LANDSCAPE,val@J,ECE,0.020991821440361044,0.017736049280131148,0.02946291777100427,0.44435715675354004
MLP_LANDSCAPE,test@J,AUC,0.6947524669276924,0.6782672476765997,0.7112376861787851,0.44435715675354004
MLP_LANDSCAPE,test@J,Accuracy,0.5733516903778492,0.5613224623394067,0.5852947590131662,0.44435715675354004
MLP_LANDSCAPE,test@J,Sensitivity,0.7565982404692082,0.7293730678008156,0.781903522650598,0.44435715675354004
MLP_LANDSCAPE,test@J,Specificity,0.539354370692782,0.5261751784655522,0.5524787667844002,0.44435715675354004
MLP_LANDSCAPE,test@J,Precision,0.23355461677730838,0.21946336731440722,0.24826285712438387,0.44435715675354004
MLP_LANDSCAPE,test@J,F1,0.35692875259395895,0.3459333118062052,0.36842226926539645,0.44435715675354004
MLP_LANDSCAPE,test@J,Brier,0.2157457428116558,0.21238355936301528,0.21907157838669172,0.44435715675354004
MLP_LANDSCAPE,test@J,ECE,0.2875526856341257,0.28313375942904684,0.29194946950706147,0.44435715675354004
